Year,Country,Economic_Rank,Institutional_Rank,Quality_of_Life_Rank,Sustainability_Index_FA,Ease_of_Living_Rank
1975,Uganda,100,118,187,-0.89553,175
1975,Ukraine,106,85,82,-0.26608,83
1975,Upper middle income,61,152,105,-0.24488,100
1975,Uzbekistan,174,166,110,-0.69678,130
1975,St. Vincent and the Grenadines,126,51,79,-0.41695,83
1975,Venezuela,104,100,91,-0.44621,91
1975,British Virgin Islands,68,43,73,0.05313,63
1975,Virgin Islands (U.S.),104,100,90,-0.50198,93
1975,Vietnam,102,107,109,-0.6307,109
1975,Vanuatu,174,127,184,-0.78385,191
1975,World,104,165,124,-0.70811,128
1975,Samoa,37,171,115,-0.74529,115
1975,Kosovo,8,71,85,-0.22016,54
1975,"Yemen, Rep.",104,135,162,-1.04873,178
1975,Zambia,104,134,178,-0.88691,174
1975,Zimbabwe,104,157,128,-0.81852,135
1976,Aruba,80,63,37,0.21071,42
1976,Africa Eastern and Southern,149,117,232,-0.88345,222
1976,Afghanistan,149,117,233,-0.88345,223
1976,Africa Western and Central,149,117,234,-0.88345,224
1976,Angola,149,117,230,-0.88345,221
1976,Albania,149,38,78,-0.34408,88
1976,Arab World,34,126,179,-0.78385,142
1976,Armenia,83,59,86,0.00614,79
1976,Antigua and Barbuda,34,134,57,-0.01497,62
1976,Azerbaijan,77,181,153,-0.84675,169
1976,Burundi,65,117,216,-0.88345,198
1976,Benin,55,117,229,-0.88345,201
1976,Burkina Faso,66,117,221,-0.88345,199
1976,Bangladesh,52,117,198,-0.88345,171
1976,Bulgaria,71,100,22,0.2585,39
1976,"Bahamas, The",74,40,77,-0.20865,75
1976,Bosnia And Herzegovina,59,65,74,0.0954,67
1976,Belarus,82,7,69,-0.01717,50
1976,Belize,55,71,96,-0.38944,85
1976,Bermuda,53,56,40,0.06372,41
1976,Bolivia,61,129,177,-0.83516,161
1976,Barbados,75,104,53,0.12903,61
1976,Brunei Darussalam,67,10,68,0.09046,43
1976,Bhutan,63,122,182,-0.81108,159
1976,Botswana,60,140,107,-0.65453,108
1976,Central African Republic,51,117,203,-0.88345,181
1976,Central Europe and the Baltics,105,102,59,0.04021,77
1976,Channel Islands,107,37,9,0.28292,22
1976,Ivory Coast,91,128,154,-1.10844,173
1976,Cameroon,51,118,183,-0.8921,158
1976,"Congo, Dem. Rep.",178,117,217,-0.88345,220
1976,"Congo, Rep.",154,137,174,-0.88603,184
1976,Comoros,178,118,183,-0.8921,193
1976,Cabo Verde,65,121,151,-0.99014,151
1976,Caribbean small states,51,93,93,-0.2986,84
1976,Cuba,16,91,51,0.07727,34
1976,Curacao,100,102,59,0.04021,76
1976,Czech Republic,19,58,32,0.26552,16
1976,Djibouti,42,144,173,-0.88423,150
1976,Dominica,42,13,64,0.18073,33
1976,Dominican Republic,42,164,122,-0.60322,111
1976,East Asia & Pacific (excluding high income),156,142,132,-0.64243,143
1976,Early-demographic dividend,47,144,172,-0.99764,156
1976,East Asia & Pacific,158,174,119,-0.64492,128
1976,Europe & Central Asia (excluding high income),88,105,97,-0.22206,93
1976,Europe & Central Asia,17,46,71,0.04049,40
1976,Euro area,18,110,38,0.17139,28
1976,Eritrea,18,117,225,-0.88345,170
1976,Estonia,15,78,62,0.0461,40
1976,Ethiopia,18,117,218,-0.88345,167
1976,European Union,88,28,24,0.25459,27
1976,Fragile and conflict affected situations,88,148,171,-0.99528,175
1976,Fiji,88,161,111,-0.76907,120
1976,"Micronesia, Fed. Sts.",175,172,120,-0.65437,132
1976,Gabon,162,133,157,-1.05349,183
1976,Ghana,38,148,170,-0.99432,149
1976,Gibraltar,117,66,45,0.20404,57
1976,Guinea,124,147,168,-0.96325,178
1976,"Gambia, The",157,147,167,-0.96325,186
1976,Guinea-Bissau,124,138,161,-1.04873,179
1976,Equatorial Guinea,147,117,224,-0.88345,216
1976,Grenada,115,9,63,0.07848,52
1976,Guatemala,115,139,163,-1.04873,178
1976,Guam,115,49,56,0.03838,63
1976,Guyana,62,159,136,-0.72187,130
1976,High income,62,88,39,0.07448,51
1976,Honduras,62,151,145,-0.81293,141
1976,Heavily indebted poor countries (HIPC),62,117,190,-0.88345,172
1976,Croatia,13,112,48,0.18011,32
1976,Haiti,62,132,178,-0.82128,161
1976,IBRD only,129,156,141,-0.6725,147
1976,IDA & IBRD total,129,123,146,-0.80389,154
1976,IDA total,48,131,159,-1.08805,155
1976,IDA blend,128,120,148,-0.82893,157
1976,IDA only,48,145,166,-0.96525,152
1976,Isle of Man,123,83,94,-0.24066,92
1976,Iraq,103,124,109,-0.54581,115
1976,Jamaica,119,33,72,-0.08069,78
1976,Kazakhstan,78,179,132,-0.67128,138
1976,Kenya,84,141,165,-0.99264,166
1976,Kyrgyz Republic,7,120,147,-0.83538,112
1976,Cambodia,51,117,187,-0.88345,165
1976,Kiribati,84,133,156,-1.05275,164
1976,St. Kitts and Nevis,116,85,61,0.17837,73
1976,Latin America & Caribbean (excluding high income),21,162,131,-0.86105,118
1976,Lao PDR,7,117,209,-0.88345,145
1976,Lebanon,29,186,213,-0.79918,202
1976,Liberia,28,117,211,-0.88345,168
1976,Libya,26,164,124,-0.67198,105
1976,St. Lucia,116,73,88,-0.5404,95
1976,Latin America & Caribbean,20,168,127,-0.86569,109
1976,Least developed countries: UN classification,23,117,206,-0.88345,163
1976,Low income,30,117,206,-0.88345,165
1976,Sri Lanka,114,69,85,-0.22016,89
1976,Lower middle income,30,136,175,-0.88691,139
1976,Low & middle income,26,131,158,-1.05545,136
1976,Lesotho,27,128,152,-1.10844,133
1976,Late-demographic dividend,7,170,126,-0.82848,102
1976,Lithuania,24,39,26,0.19446,14
1976,Luxembourg,112,36,44,0.06665,53
1976,Latvia,22,84,49,0.27824,25
1976,Taiwan,2,106,66,-0.56359,44
1976,St. Martin (French part),116,81,47,-0.09178,71
1976,Moldova,121,109,95,-0.40478,100
1976,Madagascar,112,117,208,-0.88345,204
1976,Maldives,112,158,138,-0.72294,146
1976,Middle East & North Africa,173,117,186,-0.88345,192
1976,Marshall Islands,108,153,143,-0.71759,148
1976,Middle income,120,117,194,-0.88345,189
1976,North Macedonia,68,103,90,0.07783,83
1976,Mali,108,117,223,-0.88345,208
1976,Myanmar,148,117,199,-0.88345,197
1976,Middle East & North Africa (excluding high income),122,117,191,-0.88345,188
1976,Montenegro,35,27,33,-0.05625,21
1976,Mongolia,98,166,195,-0.87036,196
1976,Mozambique,148,117,228,-0.88345,219
1976,Mauritania,174,125,181,-0.79099,187
1976,Mauritius,174,163,125,-0.79148,140
1976,Malawi,112,117,212,-0.88345,206
1976,North America,73,35,6,0.3979,13
1976,Namibia,111,117,197,-0.88345,187
1976,New Caledonia,87,72,87,-0.23406,86
1976,Niger,132,117,223,-0.88345,212
1976,Nigeria,133,117,214,-0.88345,209
1976,Nauru,104,157,139,-0.70131,144
1976,OECD members,57,45,31,0.17394,31
1976,Oman,57,130,176,-0.8943,160
1976,Other small states,155,141,164,-0.99264,185
1976,Papua New Guinea,131,117,200,-0.88345,196
1976,Pre-demographic dividend,130,117,226,-0.88345,213
1976,Puerto Rico,8,44,21,0.13365,7
1976,"Korea, Dem. People's Rep.",7,75,103,-0.10977,60
1976,Paraguay,126,92,98,-0.29446,97
1976,Pacific island small states,160,155,140,-0.67002,154
1976,Post-demographic dividend,134,44,21,0.13365,48
1976,French Polynesia,96,101,99,-0.1317,94
1976,Romania,76,42,35,0.14907,36
1976,Russia,44,177,104,-0.66994,103
1976,Rwanda,43,117,227,-0.88345,194
1976,South Asia,167,117,192,-0.88345,198
1976,Sudan,12,158,137,-0.72294,114
1976,Senegal,36,117,219,-0.88345,182
1976,Solomon Islands,6,128,154,-1.10844,121
1976,Sierra Leone,46,117,218,-0.88345,190
1976,El Salvador,151,115,150,-1.01488,174
1976,Somalia,167,117,222,-0.88345,218
1976,Serbia,64,60,81,-0.20038,80
1976,Sub-Saharan Africa (excluding high income),12,117,196,-0.88345,138
1976,South Sudan,139,117,220,-0.88345,215
1976,Sub-Saharan Africa,12,117,189,-0.88345,135
1976,Small states,6,167,135,-0.59874,104
1976,Sao Tome and Principe,37,138,160,-1.04873,147
1976,Suriname,12,94,101,-0.3857,79
1976,Slovakia,25,11,23,0.16917,6
1976,Slovenia,6,6,20,0.828,1
1976,Eswatini,18,148,169,-0.96371,133
1976,Sint Maarten (Dutch part),45,31,11,0.19307,11
1976,Turks and Caicos Islands,182,48,75,-0.10599,87
1976,Chad,107,117,218,-0.88345,207
1976,East Asia & Pacific (IDA & IBRD countries),158,135,130,-0.61376,139
1976,Europe & Central Asia (IDA & IBRD countries),17,79,55,0.05068,34
1976,Togo,165,117,201,-0.88345,200
1976,Tajikistan,3,107,100,-0.14029,55
1976,Turkmenistan,182,152,105,-0.24649,111
1976,Latin America & the Caribbean (IDA & IBRD countries),21,160,134,-0.74689,116
1976,Timor-Leste,159,117,205,-0.88345,210
1976,Middle East & North Africa (IDA & IBRD countries),173,117,184,-0.88345,191
1976,Tonga,169,80,83,-0.46697,99
1976,South Asia (IDA & IBRD),141,117,202,-0.88345,205
1976,Sub-Saharan Africa (IDA & IBRD countries),12,117,193,-0.88345,137
1976,Trinidad and Tobago,170,87,52,0.09625,74
1976,Tuvalu,99,165,113,-0.66048,123
1976,Tanzania,159,117,207,-0.88345,211
1976,Uganda,99,117,210,-0.88345,203
1976,Ukraine,110,82,82,-0.26608,90
1976,Upper middle income,31,149,110,-0.59727,101
1976,Uzbekistan,181,173,112,-0.69678,130
1976,St. Vincent and the Grenadines,116,43,79,-0.41695,88
1976,Venezuela,106,98,89,-0.50198,96
1976,British Virgin Islands,69,10,68,0.09046,43
1976,Virgin Islands (U.S.),106,96,91,-0.34133,94
1976,Vietnam,101,61,106,-0.16071,98
1976,Vanuatu,184,138,162,-1.04873,195
1976,World,106,171,128,-0.87031,131
1976,Samoa,43,34,73,-0.09081,59
1976,Kosovo,7,89,84,-0.24549,54
1976,"Yemen, Rep.",106,153,143,-0.71759,147
1976,Zambia,106,153,144,-0.81746,153
1976,Zimbabwe,106,146,133,-0.6432,134
1977,Aruba,86,86,43,0.07448,57
1977,Africa Eastern and Southern,149,124,227,-0.88345,223
1977,Afghanistan,149,124,228,-0.88345,224
1977,Africa Western and Central,149,124,229,-0.88345,225
1977,Angola,149,124,226,-0.88345,222
1977,Albania,149,43,81,-0.19798,84
1977,Arab World,50,124,187,-0.88345,165
1977,Armenia,91,61,87,-0.02053,76
1977,Antigua and Barbuda,50,80,60,0.02321,56
1977,Azerbaijan,83,180,157,-0.84603,176
1977,Burundi,73,124,208,-0.88345,201
1977,Benin,19,124,224,-0.88345,181
1977,Burkina Faso,76,124,189,-0.88345,177
1977,Bangladesh,41,124,195,-0.88345,169
1977,Bulgaria,80,98,22,0.48622,34
1977,"Bahamas, The",72,59,66,-0.12149,64
1977,Bosnia And Herzegovina,70,19,69,0.11494,48
1977,Belarus,90,7,71,0.26471,39
1977,Belize,19,114,100,-0.45256,80
1977,Bermuda,18,117,41,0.17139,31
1977,Bolivia,68,132,159,-1.10844,168
1977,Barbados,78,66,39,0.18793,46
1977,Brunei Darussalam,77,14,70,0.02685,51
1977,Bhutan,63,137,182,-0.82128,167
1977,Botswana,69,149,125,-0.62566,123
1977,Central African Republic,61,139,179,-0.87285,166
1977,Central Europe and the Baltics,155,103,59,-0.0186,77
1977,Channel Islands,157,31,21,0.38632,37
1977,Ivory Coast,84,127,154,-1.01139,164
1977,Cameroon,58,133,183,-0.78067,160
1977,"Congo, Dem. Rep.",156,124,208,-0.88345,215
1977,"Congo, Rep.",152,142,167,-0.99264,190
1977,Comoros,156,135,181,-0.83516,190
1977,Cabo Verde,73,148,131,-0.67007,131
1977,Caribbean small states,61,84,83,-0.39269,83
1977,Cuba,22,50,29,0.18794,16
1977,Curacao,112,110,64,0.04021,75
1977,Czech Republic,23,77,31,0.28813,22
1977,Djibouti,40,130,155,-0.99003,146
1977,Dominica,40,14,70,0.02685,38
1977,Dominican Republic,40,161,128,-0.81436,128
1977,East Asia & Pacific (excluding high income),163,138,126,-0.60995,139
1977,Early-demographic dividend,43,143,178,-0.99764,163
1977,East Asia & Pacific,164,92,101,-0.30599,108
1977,Europe & Central Asia (excluding high income),101,109,98,-0.1317,93
1977,Europe & Central Asia,21,35,67,-0.01885,34
1977,Euro area,21,52,18,0.25225,13
1977,Eritrea,21,124,217,-0.88345,177
1977,Estonia,20,57,71,0.0342,43
1977,Ethiopia,21,124,212,-0.88345,176
1977,European Union,102,38,33,0.28546,42
1977,Fragile and conflict affected situations,102,130,156,-0.99003,174
1977,Fiji,102,164,122,-0.75856,132
1977,"Micronesia, Fed. Sts.",178,168,116,-0.67536,136
1977,Gabon,162,146,174,-0.99528,195
1977,Ghana,34,143,177,-0.99764,144
1977,Gibraltar,109,39,49,0.06478,56
1977,Guinea,111,144,171,-0.96525,182
1977,"Gambia, The",162,144,171,-0.96525,192
1977,Guinea-Bissau,111,145,172,-0.96325,183
1977,Equatorial Guinea,166,124,214,-0.88345,220
1977,Grenada,109,69,42,0.10005,61
1977,Guatemala,109,140,165,-1.04651,184
1977,Guam,109,11,68,0.09953,53
1977,Guyana,66,163,135,-0.59827,133
1977,High income,65,49,50,0.04243,47
1977,Honduras,65,153,143,-0.68899,137
1977,Heavily indebted poor countries (HIPC),66,124,208,-0.88345,197
1977,Croatia,16,76,51,0.22124,26
1977,Haiti,66,123,153,-0.99587,152
1977,IBRD only,133,126,148,-0.83538,170
1977,IDA & IBRD total,133,154,142,-0.68827,159
1977,IDA total,54,144,169,-0.96525,162
1977,IDA blend,134,155,140,-0.6725,156
1977,IDA only,53,144,170,-0.96525,162
1977,Isle of Man,116,113,96,-0.22265,99
1977,Iraq,117,134,109,-0.43612,117
1977,Jamaica,87,37,77,-0.07635,67
1977,Kazakhstan,85,177,112,-0.77329,124
1977,Kenya,93,142,168,-0.99264,177
1977,Kyrgyz Republic,7,152,141,-0.67392,119
1977,Cambodia,58,124,192,-0.88345,172
1977,Kiribati,93,126,147,-0.83538,150
1977,St. Kitts and Nevis,130,41,75,0.04111,74
1977,Latin America & Caribbean (excluding high income),25,160,120,-0.67527,112
1977,Lao PDR,7,124,204,-0.88345,151
1977,Lebanon,33,183,145,-0.60118,149
1977,Liberia,32,124,208,-0.88345,178
1977,Libya,30,166,117,-0.66048,110
1977,St. Lucia,130,71,85,-0.21434,88
1977,Latin America & Caribbean,24,171,124,-0.87031,120
1977,Least developed countries: UN classification,27,124,206,-0.88345,174
1977,Low income,36,124,205,-0.88345,175
1977,Sri Lanka,130,112,89,-0.50182,103
1977,Lower middle income,36,130,156,-0.99003,135
1977,Low & middle income,30,145,173,-0.96325,142
1977,Lesotho,31,130,156,-0.99003,134
1977,Late-demographic dividend,6,173,113,-0.80748,106
1977,Lithuania,28,107,40,0.10166,35
1977,Luxembourg,120,95,55,-0.10633,73
1977,Latvia,26,85,57,0.27824,29
1977,Taiwan,2,169,62,-0.55028,52
1977,St. Martin (French part),130,82,54,-0.09178,72
1977,Moldova,119,116,97,-0.32166,104
1977,Madagascar,120,124,202,-0.88345,206
1977,Maldives,120,132,158,-1.10844,182
1977,Middle East & North Africa,178,124,196,-0.88345,203
1977,Marshall Islands,99,129,149,-1.01432,171
1977,Middle income,121,140,163,-1.04627,186
1977,North Macedonia,79,73,65,0.03158,65
1977,Mali,99,124,219,-0.88345,209
1977,Myanmar,139,124,186,-0.88345,189
1977,Middle East & North Africa (excluding high income),122,124,197,-0.88345,194
1977,Montenegro,38,44,37,-0.03846,31
1977,Mongolia,100,167,198,-0.87036,200
1977,Mozambique,139,124,223,-0.88345,219
1977,Mauritania,177,124,200,-0.88345,208
1977,Mauritius,177,75,92,-0.35074,105
1977,Malawi,120,124,212,-0.88345,211
1977,North America,81,45,4,0.45153,15
1977,Namibia,126,125,184,-0.8921,187
1977,New Caledonia,67,90,84,-0.24549,82
1977,Niger,115,124,215,-0.88345,211
1977,Nigeria,115,124,208,-0.88345,210
1977,Nauru,114,156,138,-0.70131,151
1977,OECD members,55,42,34,0.29599,27
1977,Oman,55,124,188,-0.88345,168
1977,Other small states,138,136,162,-1.08805,188
1977,Papua New Guinea,106,124,199,-0.88345,193
1977,Pre-demographic dividend,148,124,213,-0.88345,216
1977,Puerto Rico,11,22,12,0.28335,4
1977,"Korea, Dem. People's Rep.",7,128,111,-0.61896,90
1977,Paraguay,107,111,93,-0.22465,95
1977,Pacific island small states,143,158,139,-0.70231,157
1977,Post-demographic dividend,148,53,11,0.39189,30
1977,French Polynesia,95,87,94,-0.25181,91
1977,Romania,82,46,36,0.15219,40
1977,Russia,46,28,80,0.07263,59
1977,Rwanda,47,124,222,-0.88345,197
1977,South Asia,159,124,190,-0.88345,198
1977,Sudan,8,157,136,-0.72265,118
1977,Senegal,42,124,213,-0.88345,191
1977,Solomon Islands,5,157,137,-0.72265,113
1977,Sierra Leone,57,124,220,-0.88345,199
1977,El Salvador,168,124,185,-0.88345,196
1977,Somalia,159,124,211,-0.88345,218
1977,Serbia,71,83,48,0.20358,52
1977,Sub-Saharan Africa (excluding high income),8,124,209,-0.88345,153
1977,South Sudan,131,124,218,-0.88345,212
1977,Sub-Saharan Africa,8,124,216,-0.88345,158
1977,Small states,5,153,144,-0.68989,116
1977,Sao Tome and Principe,42,136,161,-1.08805,155
1977,Suriname,8,115,99,-0.20644,66
1977,Slovakia,29,12,26,0.16917,10
1977,Slovenia,5,29,46,0.21825,9
1977,Eswatini,21,131,146,-0.83313,125
1977,Sint Maarten (Dutch part),57,58,17,0.41556,23
1977,Turks and Caicos Islands,179,47,74,0.08364,78
1977,Chad,157,124,210,-0.88345,217
1977,East Asia & Pacific (IDA & IBRD countries),164,150,127,-0.64045,143
1977,Europe & Central Asia (IDA & IBRD countries),21,55,61,0.03838,33
1977,Togo,165,124,221,-0.88345,221
1977,Tajikistan,3,56,79,-0.17405,32
1977,Turkmenistan,179,170,118,-0.65276,140
1977,Latin America & the Caribbean (IDA & IBRD countries),25,165,121,-0.75841,115
1977,Timor-Leste,165,124,203,-0.88345,212
1977,Middle East & North Africa (IDA & IBRD countries),178,124,191,-0.88345,202
1977,Tonga,141,48,82,-0.47183,89
1977,South Asia (IDA & IBRD),132,124,201,-0.88345,205
1977,Sub-Saharan Africa (IDA & IBRD countries),8,124,193,-0.88345,134
1977,Trinidad and Tobago,142,91,58,0.09308,71
1977,Tuvalu,103,173,114,-0.819,129
1977,Tanzania,160,124,204,-0.88345,214
1977,Uganda,103,124,207,-0.88345,207
1977,Ukraine,110,99,84,-0.01289,85
1977,Upper middle income,35,172,115,-0.69678,111
1977,Uzbekistan,176,172,115,-0.69678,138
1977,St. Vincent and the Grenadines,127,14,70,0.02685,63
1977,Venezuela,108,108,90,-0.50198,98
1977,British Virgin Islands,74,13,71,0.19634,46
1977,Virgin Islands (U.S.),108,106,91,-0.36833,94
1977,Vietnam,104,72,108,-0.0525,96
1977,Vanuatu,176,159,133,-0.59874,161
1977,World,108,175,104,-0.18814,114
1977,Samoa,47,141,110,-0.57356,109
1977,Kosovo,7,48,82,-0.47183,54
1977,"Yemen, Rep.",108,123,151,-1.01488,173
1977,Zambia,108,161,129,-0.81436,147
1977,Zimbabwe,108,151,130,-0.78241,144
1978,Aruba,80,70,49,0.15745,53
1978,Africa Eastern and Southern,162,118,231,-0.88345,235
1978,Afghanistan,162,118,233,-0.88345,237
1978,Africa Western and Central,162,118,232,-0.88345,236
1978,Angola,162,118,230,-0.88345,234
1978,Albania,162,40,84,-0.20094,88
1978,Arab World,49,123,157,-1.01432,153
1978,Armenia,98,162,113,-0.6355,127
1978,Antigua and Barbuda,53,71,59,0.30204,37
1978,Azerbaijan,91,182,158,-0.84603,186
1978,Burundi,86,118,213,-0.88345,211
1978,Benin,26,118,228,-0.88345,195
1978,Burkina Faso,87,118,214,-0.88345,212
1978,Bangladesh,54,118,194,-0.88345,176
1978,Bulgaria,85,121,29,0.26896,59
1978,"Bahamas, The",83,105,67,0.0067,78
1978,Bosnia And Herzegovina,75,131,71,-0.05452,83
1978,Belarus,97,15,81,0.05121,65
1978,Belize,26,106,102,-0.22465,81
1978,Bermuda,25,33,10,0.34213,12
1978,Bolivia,74,139,185,-0.78067,175
1978,Barbados,88,59,34,0.20364,43
1978,Brunei Darussalam,87,6,74,-0.13045,61
1978,Bhutan,73,153,179,-0.99528,180
1978,Botswana,76,148,115,-0.65453,122
1978,Central African Republic,61,126,187,-0.80393,171
1978,Central Europe and the Baltics,169,58,68,-0.09424,84
1978,Channel Islands,173,54,21,0.38454,52
1978,Ivory Coast,79,146,172,-1.04627,180
1978,Cameroon,60,139,185,-0.78067,167
1978,"Congo, Dem. Rep.",180,118,215,-0.88345,233
1978,"Congo, Rep.",157,118,189,-0.88345,208
1978,Comoros,180,126,187,-0.80393,204
1978,Cabo Verde,86,143,134,-0.60995,134
1978,Caribbean small states,61,102,110,-0.28246,99
1978,Cuba,23,30,27,0.14503,21
1978,Curacao,130,127,66,0.07149,85
1978,Czech Republic,27,48,39,0.2602,24
1978,Djibouti,16,126,187,-0.80393,143
1978,Dominica,16,127,66,0.07149,50
1978,Dominican Republic,16,150,138,-0.62361,114
1978,East Asia & Pacific (excluding high income),152,174,126,-0.65437,148
1978,Early-demographic dividend,17,151,181,-0.99764,147
1978,East Asia & Pacific,152,72,100,-0.35627,105
1978,Europe & Central Asia (excluding high income),63,66,88,-0.48915,86
1978,Europe & Central Asia,29,89,70,0.18119,51
1978,Euro area,31,42,28,0.12796,26
1978,Eritrea,31,118,219,-0.88345,188
1978,Estonia,24,62,76,0.04138,55
1978,Ethiopia,31,118,211,-0.88345,185
1978,European Union,67,68,44,0.15478,46
1978,Fragile and conflict affected situations,67,136,162,-1.10844,172
1978,Fiji,67,145,119,-0.59727,120
1978,Faroe Islands,67,5,1,0.86425,2
1978,"Micronesia, Fed. Sts.",172,86,101,-0.14603,109
1978,Gabon,155,124,152,-0.83313,182
1978,Ghana,40,144,182,-0.88895,155
1978,Gibraltar,95,56,36,0.21675,44
1978,Guinea,99,153,180,-0.99528,189
1978,"Gambia, The",150,118,210,-0.88345,226
1978,Guinea-Bissau,99,146,174,-1.04627,187
1978,Equatorial Guinea,168,118,221,-0.88345,232
1978,Grenada,95,77,47,0.20367,57
1978,Greenland,95,87,108,-0.30599,103
1978,Guatemala,95,137,164,-1.10168,183
1978,Guam,95,57,69,-0.12149,76
1978,Guyana,65,166,140,-0.59827,144
1978,High income,66,75,48,0.14529,49
1978,Honduras,66,158,145,-0.6708,146
